,City,Cloudiness,Country,Date,Humidity,Temp,Lat,Lng,Wind Speed,Sunrise,Sunset
296,maraa,79,BR,1581917286,88,75.47,-1.83,-65.37,1.79,1581935441,1581979238
297,kavieng,31,PG,1581917286,75,84.42,-2.57,150.8,11.79,1581883522,1581927400
298,east london,20,ZA,1581917286,83,71.6,-33.02,27.91,17.22,1581911169,1581958737
299,trier,75,DE,1581917287,93,45.0,49.76,6.64,9.17,1581921678,1581958438
300,santa maria,64,BR,1581917287,92,72.34,-29.68,-53.81,6.91,1581931042,1581978089
301,lasa,75,IT,1581917287,68,36.0,46.62,10.7,6.11,1581920348,1581957819
302,burnie,6,AU,1581917287,51,66.0,-41.07,145.92,11.01,1581882125,1581931139
303,beroroha,19,MG,1581917287,54,83.89,-21.67,45.17,10.6,1581907807,1581953816
304,cherskiy,95,RU,1581917287,92,-23.93,68.75,161.3,8.43,1581888876,1581917006
305,makakilo city,20,US,1581917288,64,75.2,21.35,-158.09,8.05,1581872555,1581913835
306,port hueneme,1,US,1581917288,81,55.4,34.15,-119.2,2.37,1581864071,1581903652
307,kununurra,18,AU,1581917288,39,98.6,-15.77,128.73,9.17,1581888098,1581933417
308,karagaylinskiy,100,RU,1581917288,90,24.57,54.17,86.55,8.19,1581903118,1581938643
309,wageningen,17,NL,1581917289,75,46.0,51.97,5.67,16.11,1581922191,1581958391
310,monduli,20,TZ,1581917225,88,64.4,-3.3,36.45,3.85,1581910928,1581954880
311,sharya,100,RU,1581917289,90,31.87,58.37,45.51,14.92,1581913655,1581947805
312,inuvik,5,CA,1581917277,67,-23.8,68.35,-133.72,2.24,1581873156,1581901537
313,fairbanks,90,US,1581917132,70,-4.0,64.84,-147.72,3.13,1581875252,1581906161
314,suez,58,EG,1581917290,82,57.0,29.97,32.53,9.1,1581913727,1581953962
315,kirksville,20,US,1581917290,80,35.6,40.19,-92.58,8.05,1581858177,1581896770
316,george town,20,MY,1581917290,70,89.01,5.41,100.34,9.17,1581896049,1581939093
317,piacabucu,92,BR,1581917290,81,77.95,-10.41,-36.43,4.52,1581928044,1581972745
318,torbay,90,CA,1581917290,92,34.0,47.67,-52.73,14.99,1581935668,1581972945
319,iqaluit,75,CA,1581917203,67,-23.01,63.75,-68.51,3.36,1581942172,1581974014
320,lorengau,6,PG,1581917291,76,84.52,-2.02,147.27,12.82,1581884398,1581928218
321,grand gaube,40,MU,1581917291,65,82.4,-20.01,57.66,9.17,1581904910,1581950718
322,palmas bellas,52,PA,1581917291,78,78.8,9.23,-80.09,9.17,1581939545,1581982200
323,gourdon,100,FR,1581917291,87,53.01,44.75,1.5,6.76,1581922361,1581960222
324,aksu,72,CN,1581917292,45,34.63,41.12,80.26,3.09,1581903136,1581941643
325,nizhneangarsk,79,RU,1581917292,82,12.38,55.78,109.55,4.09,1581897858,1581932863
326,perigueux,100,FR,1581917292,81,53.6,45.18,0.72,2.24,1581922591,1581960366
327,kahului,40,US,1581917170,73,71.6,20.89,-156.47,17.22,1581872139,1581913473
328,devonport,0,AU,1581917292,49,68.0,-41.17,146.35,1.01,1581882012,1581931046
329,vila,75,PT,1581917293,93,54.0,42.03,-8.16,4.7,1581924419,1581962801
330,kenai,75,US,1581917014,71,17.01,60.55,-151.26,9.17,1581874995,1581908117
331,ilulissat,100,GL,1581917293,65,8.6,69.22,-51.1,4.7,1581939902,1581967928
332,mount vernon,90,US,1581917151,74,41.0,40.91,-73.84,6.17,1581940067,1581978677
333,severo-yeniseyskiy,84,RU,1581917294,89,16.57,60.37,93.04,1.9,1581902670,1581935976
334,cap malheureux,40,MU,1581917294,65,82.4,-19.98,57.61,9.17,1581904924,1581950728
335,maridi,86,SS,1581917294,36,85.39,4.92,29.47,5.82,1581913030,1581956128
336,brae,97,GB,1581917294,87,44.6,60.4,-1.35,31.09,1581925286,1581958665
337,salalah,0,OM,1581917294,56,73.4,17.02,54.09,3.36,1581907769,1581949572
338,trairi,88,BR,1581917295,95,73.53,-3.28,-39.27,1.43,1581929102,1581973049
339,mahebourg,40,MU,1581917295,65,82.4,-20.41,57.7,9.17,1581904876,1581950732
340,portree,17,GB,1581917295,83,46.0,57.41,-6.19,17.0,1581925866,1581960408
341,izmir,1,TR,1581917021,80,45.0,38.46,27.09,20.8,1581915659,1581954642
342,gandu,63,BR,1581917295,97,69.57,-13.74,-39.49,1.52,1581928595,1581973662
343,auki,100,SB,1581917296,84,81.72,-8.77,160.7,23.67,1581880815,1581925355
344,opunake,100,NZ,1581917296,70,72.0,-39.46,173.86,5.01,1581875568,1581924285
345,cayenne,75,GF,1581917296,78,78.8,4.93,-52.33,6.93,1581932660,1581975760
346,gat,20,IL,1581917135,87,55.4,31.61,34.76,2.24,1581913304,1581953315
347,asau,4,RO,1581917297,100,30.2,46.43,26.4,12.75,1581916564,1581954067
348,ixtapa,5,MX,1581917297,94,72.0,20.7,-105.2,2.24,1581859828,1581901175
349,sambava,71,MG,1581917297,58,88.0,-14.27,50.17,1.63,1581907043,1581952180
350,troy,1,US,1581917297,68,32.0,42.61,-83.15,5.82,1581942452,1581980761
351,meulaboh,0,ID,1581917297,74,81.97,4.14,96.13,1.32,1581896993,1581940169
352,avera,90,US,1581917298,96,48.2,33.19,-82.53,3.36,1581941545,1581981370
353,genhe,0,CN,1581917298,66,21.22,50.78,121.52,5.03,1581894269,1581930707
354,itaituba,70,BR,1581917298,98,72.34,-4.28,-55.98,1.07,1581933061,1581977111
355,ust-omchug,2,RU,1581917298,94,-13.16,61.15,149.63,3.02,1581889287,1581922196
356,golpayegan,23,IR,1581917299,49,37.2,33.45,50.29,3.4,1581909710,1581949455
357,lashio,0,MM,1581917299,22,82.38,22.93,97.75,4.72,1581897637,1581938748
358,bay city,1,US,1581917196,52,23.0,43.59,-83.89,9.17,1581942721,1581980848
359,piranhas,100,BR,1581917299,94,70.92,-16.43,-51.82,0.45,1581931403,1581976772
360,brokopondo,18,SR,1581917299,95,71.6,4.75,-55.17,4.63,1581933333,1581976451
361,rapid valley,1,US,1581917300,68,33.01,44.06,-103.15,3.89,1581861072,1581898947
362,half moon bay,75,US,1581917300,87,53.6,37.46,-122.43,6.93,1581865104,1581904170
363,whitehorse,75,CA,1581917262,68,-20.0,60.72,-135.05,2.24,1581871149,1581904182
364,heiligenhafen,42,DE,1581917286,82,46.0,54.37,10.98,8.99,1581921257,1581956775
365,sao joao da barra,100,BR,1581917300,85,77.67,-21.64,-41.05,15.28,1581928509,1581974497
366,tres arroyos,0,AR,1581917301,48,64.47,-38.37,-60.28,11.86,1581931906,1581980330
367,kayes,100,ML,1581917301,11,75.15,14.0,-11.0,3.49,1581923220,1581965363
368,suntar,100,RU,1581917302,90,14.04,62.14,117.63,8.55,1581897184,1581929659
369,omsukchan,0,RU,1581917302,97,-21.78,62.53,155.8,3.42,1581888139,1581920383
370,merauke,0,ID,1581917106,61,88.72,-8.47,140.33,9.62,1581885720,1581930227
371,empalme,100,MX,1581917302,63,63.0,27.97,-110.82,1.99,1581861629,1581902072
372,centerville,1,US,1581917193,80,33.01,39.63,-84.16,6.93,1581942433,1581981266
373,zaysan,97,KZ,1581917303,85,21.87,47.47,84.87,3.98,1581902660,1581939907
374,arcata,90,US,1581917081,93,50.0,40.87,-124.08,3.22,1581865790,1581904276
375,sept-iles,20,CA,1581917303,66,15.8,50.2,-66.38,6.93,1581939234,1581975930
376,port-gentil,100,GA,1581917303,82,80.94,-0.72,8.78,8.88,1581917703,1581961386
377,asosa,36,ET,1581917305,16,82.94,10.07,34.53,8.9,1581912086,1581954644
378,port jervis,90,US,1581917305,80,39.0,41.38,-74.69,5.53,1581940313,1581978840
379,mabaruma,30,GY,1581917305,99,71.85,8.2,-59.78,1.28,1581934617,1581977379
380,price,75,US,1581917079,60,39.2,39.6,-110.81,9.17,1581862497,1581901200
381,sebeta,20,ET,1581917305,66,55.4,8.92,38.62,1.12,1581911044,1581953722
382,poum,51,NC,1581917306,77,81.25,-20.23,164.02,18.54,1581879361,1581925215
383,livenka,43,RU,1581917306,86,26.71,50.45,38.3,15.21,1581914174,1581950746
384,mookane,85,BW,1581917306,72,74.57,-23.69,26.66,11.3,1581912124,1581958383
385,peachland,90,CA,1581917306,80,37.4,49.77,-119.74,11.41,1581865681,1581902302
386,bonavista,85,CA,1581917306,88,32.0,48.65,-53.11,11.01,1581935869,1581972925
387,kota belud,20,MY,1581917306,58,87.8,6.35,116.43,12.75,1581892237,1581935181
388,port blair,30,IN,1581917307,65,80.6,11.67,92.75,8.05,1581898201,1581940583
389,lae,79,PG,1581917307,49,91.4,-6.72,146.98,18.34,1581884219,1581928537
390,chapais,20,CA,1581917307,75,-16.6,49.78,-74.85,2.24,1581941213,1581978016
391,visby,75,SE,1581917308,86,43.0,57.64,18.3,21.92,1581920039,1581954480
392,benghazi,0,LY,1581917308,68,56.26,32.12,20.07,14.27,1581916863,1581956807
393,gaomi,75,CN,1581917099,50,37.0,36.38,119.75,15.66,1581893272,1581932553
394,corpus christi,90,US,1581917308,94,69.8,27.8,-97.4,14.99,1581858399,1581898861
395,tessalit,36,ML,1581917308,20,63.36,20.2,1.01,12.93,1581920684,1581962135
396,russell,90,US,1581917309,93,51.01,32.35,-85.2,4.43,1581855785,1581895619
397,strathpeffer,48,GB,1581917309,70,45.0,57.59,-4.54,32.21,1581925503,1581959979
398,kidal,62,ML,1581917309,21,64.92,18.44,1.41,15.97,1581920488,1581962139
399,khorol,99,UA,1581917309,68,33.57,49.78,33.28,17.25,1581915295,1581952035
400,kangaatsiaq,100,GL,1581917309,82,7.29,68.31,-53.46,5.59,1581940077,1581968886
401,hatfield,0,GB,1581917310,75,46.4,51.76,-0.22,18.34,1581923575,1581959834
402,kurchum,95,KZ,1581917310,80,20.23,48.57,83.65,2.73,1581903077,1581940075
403,saint joseph,20,US,1581917138,96,42.01,39.77,-94.85,3.36,1581858684,1581897352
404,carsamba,40,TR,1581917310,82,41.0,41.2,36.72,10.29,1581913583,1581952095
405,krasnoselkup,100,RU,1581917310,93,10.74,65.7,82.47,13.02,1581906598,1581937121
406,iquitos,72,PE,1581917310,94,75.2,-3.75,-73.25,0.45,1581937233,1581981228
407,gunnedah,90,AU,1581917311,100,66.2,-30.98,150.25,16.11,1581881945,1581929241
408,anadyr,100,RU,1581917311,63,-7.01,64.75,177.48,8.95,1581883557,1581914559
409,coolum beach,46,AU,1581917311,80,87.01,-26.53,153.1,4.0,1581881577,1581928240
410,demyansk,100,RU,1581917311,83,39.13,57.64,32.47,17.72,1581916645,1581951073
411,juegang,0,CN,1581917311,43,53.01,32.32,121.19,21.7,1581892624,1581932510
412,nuuk,90,GL,1581917312,66,12.2,64.18,-51.72,19.46,1581938270,1581969858
413,riyadh,89,SA,1581917041,18,64.4,24.69,46.72,6.93,1581909985,1581950894
414,onalaska,90,US,1581917312,50,28.4,43.88,-91.24,6.93,1581858199,1581896104
415,morozovsk,0,RU,1581917312,93,26.82,48.35,41.83,7.78,1581913077,1581950149
416,povenets,100,RU,1581917313,99,37.29,62.85,34.83,15.9,1581917190,1581949395
417,tukrah,9,LY,1581917313,74,53.82,32.53,20.58,17.38,1581916769,1581956656
418,mitchell,90,US,1581917276,92,30.2,43.71,-98.03,14.99,1581859810,1581897752
419,gilgit,0,PK,1581917313,53,14.63,35.92,74.31,4.12,1581904133,1581943502
420,davila,20,PH,1581917313,62,84.2,18.47,120.58,23.04,1581891899,1581933528
421,ca mau,21,VN,1581917313,43,93.02,9.18,105.15,17.81,1581895093,1581937740
422,walvis bay,90,NA,1581917314,93,63.0,-22.96,14.51,9.26,1581915087,1581961251
423,atambua,92,ID,1581917314,73,83.68,-9.11,124.89,6.02,1581889392,1581933966
424,caditaan,27,PH,1581917314,75,79.66,12.81,123.85,12.48,1581890801,1581933057
425,ust-nera,19,RU,1581917314,93,-24.75,64.57,143.2,1.92,1581891711,1581922859
426,tateyama,20,JP,1581917315,47,61.0,34.98,139.87,21.92,1581888339,1581927829
427,slantsy,100,RU,1581917315,80,48.15,59.12,28.09,23.11,1581917972,1581951848
428,chuy,39,UY,1581917315,80,76.42,-33.7,-53.46,7.76,1581930658,1581978305
429,kargat,100,RU,1581917316,92,19.11,55.2,80.28,13.02,1581904778,1581939992
430,takoradi,30,GH,1581917072,97,76.37,4.88,-1.76,2.82,1581920522,1581963625
431,taitung,90,TW,1581917316,72,60.8,22.76,121.14,5.82,1581892015,1581933143
432,kendari,83,ID,1581917316,63,87.89,-3.94,122.5,5.88,1581890242,1581934263
433,gwadar,37,PK,1581917317,42,72.28,25.12,62.33,10.69,1581906267,1581947119
434,dakar,100,SN,1581917293,83,73.4,14.69,-17.44,16.11,1581924803,1581966871
435,sobolevo,100,RU,1581917317,80,35.58,54.43,31.9,21.14,1581916253,1581951738
436,barbacoas,53,CO,1581917317,96,70.48,1.67,-78.14,1.52,1581938686,1581982122
437,los llanos de aridane,75,ES,1581917317,72,66.99,28.66,-17.92,10.29,1581925741,1581966164
438,severo-kurilsk,92,RU,1581917318,89,19.02,50.68,156.12,7.31,1581885963,1581922405
439,astoria,1,US,1581917318,86,45.0,46.19,-123.83,4.7,1581866250,1581903696
440,zacualtipan,31,MX,1581917318,85,53.51,20.65,-98.6,3.8,1581858242,1581899594
441,sabang,81,ID,1581917318,74,81.99,5.89,95.32,11.9,1581897279,1581940272
442,unai,86,BR,1581917318,95,68.76,-16.36,-46.91,2.64,1581930229,1581975590
443,paamiut,0,GL,1581917036,56,5.23,61.99,-49.67,11.34,1581937216,1581969927
444,vila velha,20,BR,1581917319,88,78.8,-20.33,-40.29,5.82,1581928406,1581974235
445,waingapu,23,ID,1581917319,69,85.26,-9.66,120.26,4.05,1581890473,1581935107
446,magistralnyy,93,RU,1581917319,82,20.19,56.17,107.45,3.09,1581898425,1581933304
447,poltavka,96,RU,1581917319,94,17.37,54.37,71.76,9.89,1581906692,1581942167
448,peniche,90,PT,1581917319,100,60.01,39.36,-9.38,8.05,1581924479,1581963327
449,margate,20,GB,1581917320,75,48.2,51.38,1.39,20.8,1581923139,1581959497
450,along,97,IN,1581917320,89,58.39,28.17,94.77,3.53,1581898679,1581939136
451,porlamar,1,VE,1581917320,88,77.0,10.96,-63.85,12.75,1581935739,1581978211
452,hofn,100,IS,1581917320,88,38.41,64.25,-15.21,27.31,1581929547,1581961056
453,baruun-urt,0,MN,1581917320,79,19.31,46.68,113.28,7.58,1581895763,1581933167
454,pouembout,23,NC,1581917320,56,82.13,-21.13,164.9,3.96,1581879095,1581925060
455,revelstoke,90,CA,1581917321,100,30.2,50.98,-118.2,1.25,1581865465,1581901778
456,opuwo,100,NA,1581917321,72,68.25,-18.06,13.84,4.43,1581915546,1581961114
457,vao,0,NC,1581917321,80,79.48,-22.67,167.48,17.76,1581878378,1581924537
458,desna,100,UA,1581917321,69,36.0,50.93,30.76,11.18,1581916042,1581952497
459,sangar,99,RU,1581917321,94,-11.65,63.92,127.47,5.93,1581895291,1581926829
460,seoul,75,KR,1581917260,53,26.6,37.57,126.98,6.93,1581891633,1581930722
461,quelimane,75,MZ,1581917322,94,78.8,-17.88,36.89,4.7,1581910023,1581955573
462,pirgos,75,GR,1581917322,66,55.4,35.12,25.72,17.22,1581915725,1581955233
463,srivardhan,0,IN,1581917322,38,86.5,18.03,73.02,8.61,1581903284,1581944970
464,bat yam,20,IL,1581917322,87,55.4,32.02,34.75,2.24,1581913335,1581953289
465,kungsbacka,75,SE,1581917323,86,44.01,57.49,12.08,20.8,1581921503,1581956002
466,matara,0,LK,1581917323,49,89.49,5.95,80.54,8.48,1581900829,1581943817
467,igrim,0,RU,1581917323,92,11.71,63.19,64.42,8.41,1581910192,1581942191
468,weihai,100,CN,1581917324,64,27.97,37.5,122.11,30.47,1581892795,1581931898
469,sokolskoye,100,RU,1581917324,89,34.02,57.14,43.16,21.45,1581913995,1581948592
470,hualmay,25,PE,1581917324,83,70.38,-11.1,-77.61,2.57,1581937891,1581982663
471,karasjok,90,NO,1581917324,92,28.4,69.47,25.51,11.41,1581921689,1581949370
472,westport,90,US,1581917045,82,41.0,41.14,-73.36,8.23,1581939972,1581978542
473,bandarbeyla,39,SO,1581917325,73,76.62,9.49,50.81,15.3,1581908149,1581950766
474,teguise,18,ES,1581917325,82,62.6,29.06,-13.56,10.29,1581924721,1581965090
475,businga,93,CD,1581917325,50,78.51,3.33,20.88,0.89,1581915009,1581958272
476,charagua,83,BO,1581917325,71,77.94,-19.8,-63.22,9.13,1581933943,1581979704
477,rjukan,81,NO,1581917325,99,41.0,59.88,8.59,8.99,1581922796,1581956384
478,udomlya,100,RU,1581917325,90,38.19,57.88,34.99,17.09,1581916084,1581950424
479,capao da canoa,40,BR,1581917326,88,76.55,-29.75,-50.01,26.57,1581930124,1581977182
480,nishihara,75,JP,1581917326,54,59.0,26.18,127.76,25.28,1581890638,1581931343
481,huarmey,97,PE,1581917326,77,72.03,-10.07,-78.15,2.51,1581938076,1581982737
482,teahupoo,20,PF,1581917326,66,84.2,-17.83,-149.27,3.36,1581868292,1581913864
483,starkville,1,US,1581917326,100,46.4,33.45,-88.82,4.16,1581856733,1581896408
484,laukaa,100,RU,1581917327,81,44.49,58.74,29.85,18.99,1581917476,1581951499
485,comodoro rivadavia,100,AR,1581917327,44,59.0,-45.87,-67.5,14.99,1581932885,1581982817
486,mayya,95,RU,1581917327,75,-13.0,61.73,130.28,2.24,1581894056,1581926715
487,xai-xai,0,MZ,1581917307,75,81.0,-25.05,33.64,3.24,1581910360,1581956797
488,sao domingos,100,BR,1581917328,94,71.15,-13.4,-46.32,4.21,1581930254,1581975282
489,zambezi,19,ZM,1581917328,86,69.55,-13.54,23.1,2.8,1581913582,1581958634
490,san quintin,100,MX,1581917328,40,43.0,30.48,-115.95,5.99,1581863028,1581903135
491,morgan city,90,US,1581917329,100,60.01,29.7,-91.21,5.82,1581857041,1581897248
492,muscat,0,OM,1581917102,73,71.6,23.61,58.59,3.36,1581907071,1581948109
493,necochea,0,AR,1581917164,90,64.99,-38.55,-58.74,1.99,1581931520,1581979977
494,fort nelson,90,CA,1581917329,69,-11.2,58.81,-122.7,3.36,1581867792,1581901612
495,coihaique,40,CL,1581917329,81,44.6,-45.58,-72.07,3.36,1581934016,1581983879
496,ponta delgada,20,PT,1581917330,76,53.6,37.73,-25.67,8.05,1581928251,1581967373
497,byron bay,41,AU,1581917330,70,89.6,-28.65,153.62,13.87,1581881305,1581928263
498,kloulklubed,75,PW,1581917044,66,86.0,7.04,134.26,13.87,1581887995,1581930866
499,tura,0,IN,1581917330,35,83.91,25.52,90.22,5.44,1581899601,1581940398
500,carauari,100,BR,1581917330,97,72.82,-4.88,-66.9,0.29,1581935650,1581979763
501,sawtell,75,AU,1581917330,100,82.4,-30.38,153.1,13.87,1581881305,1581928513
502,augusto correa,97,BR,1581917331,87,76.96,-1.02,-46.63,6.93,1581930986,1581974699
503,burgos,100,ES,1581917331,93,48.0,42.34,-3.71,19.46,1581923380,1581961704
504,gazanjyk,100,TM,1581917331,52,41.7,39.24,55.52,10.25,1581908906,1581947748
505,chifeng,0,CN,1581917332,41,27.21,42.27,118.96,20.92,1581893961,1581932243
506,sitka,75,US,1581917332,71,35.6,57.05,-135.33,5.82,1581870489,1581904976
507,tikamgarh,0,IN,1581917332,11,79.23,24.75,78.83,6.69,1581902286,1581943180
508,labuhan,100,ID,1581917332,91,76.6,-6.88,112.21,8.9,1581892555,1581936889
509,mount pleasant,90,US,1581917332,100,52.0,32.79,-79.86,4.7,1581940877,1581980758
510,matnog,62,PH,1581917332,77,80.47,12.59,124.09,19.26,1581890731,1581933011
511,oksovskiy,100,RU,1581917333,97,36.27,62.61,39.9,13.87,1581915916,1581948236
512,goundi,28,TD,1581917163,17,70.68,9.36,17.37,3.38,1581916166,1581958800
513,road town,90,VG,1581917316,78,78.01,18.42,-64.62,6.93,1581936328,1581977992
514,tanout,29,NE,1581917333,22,61.66,14.97,8.89,13.13,1581918501,1581960535
515,hirara,75,JP,1581917333,62,57.2,24.8,125.28,18.34,1581891146,1581932024
516,jalingo,0,NG,1581917335,15,71.4,8.88,11.37,6.31,1581917580,1581960265
517,paciran,100,ID,1581917336,87,80.15,-6.88,112.38,10.94,1581892515,1581936848
518,grojdibodu,20,RO,1581917336,92,26.6,43.75,24.27,2.24,1581916804,1581954850
519,kuchera,0,IN,1581917336,8,82.36,26.98,73.97,4.41,1581903591,1581944207
520,aksarka,100,RU,1581917338,96,3.54,66.56,67.8,11.59,1581910398,1581940363
521,fredonia,75,US,1581917338,80,33.01,42.44,-79.33,4.7,1581941520,1581979859
522,porto murtinho,68,BR,1581917338,71,82.63,-21.7,-57.88,5.84,1581932546,1581978538
523,pudozh,100,RU,1581917338,99,36.27,61.81,36.53,13.71,1581916529,1581949241
524,san mateo del mar,0,MX,1581917339,70,80.01,16.2,-95.0,28.39,1581857122,1581898986
525,hun,0,LY,1581917339,86,46.58,29.13,15.95,3.56,1581917648,1581958000
526,wagar,0,SD,1581917339,28,76.6,16.15,36.2,5.26,1581912013,1581953915
527,acarau,84,BR,1581917180,95,75.07,-2.89,-40.12,2.68,1581929327,1581973233
528,latacunga,75,EC,1581917339,93,48.2,-0.93,-78.62,6.93,1581938668,1581982371
529,batemans bay,95,AU,1581917340,79,72.0,-35.72,150.18,3.0,1581881587,1581929632
530,union,90,US,1581917340,74,39.99,40.63,-74.27,5.08,1581940146,1581978805
531,jiangyou,71,CN,1581917340,36,44.22,31.77,104.72,5.53,1581896536,1581936504
532,boa viagem,94,BR,1581917340,94,72.41,-5.13,-39.73,3.09,1581929116,1581973256
533,oranjestad,20,AW,1581917340,78,78.8,12.52,-70.03,18.34,1581937304,1581979612
534,ayr,75,GB,1581917340,87,43.0,55.46,-4.63,24.16,1581925166,1581960359
535,ust-kuyga,100,RU,1581917341,97,-3.26,70.02,135.6,1.86,1581895621,1581922596
536,malaryta,100,BY,1581917341,61,46.4,51.79,24.07,15.66,1581917757,1581953993
537,la macarena,24,CO,1581917341,57,75.69,2.18,-73.78,2.21,1581937666,1581981050
538,mandan,90,US,1581917215,85,24.01,46.83,-100.89,2.17,1581860820,1581898115
539,koumac,39,NC,1581917341,62,81.7,-20.57,164.28,3.94,1581879278,1581925174
540,sao bernardo,100,BR,1581917341,98,73.15,-3.36,-42.42,1.86,1581929854,1581973810
541,pallasovka,98,RU,1581917342,91,27.46,50.05,46.88,10.51,1581912068,1581948734
542,sydney,75,AU,1581917335,73,78.01,-33.87,151.21,8.05,1581881492,1581929233
543,tazovskiy,97,RU,1581917342,93,7.7,67.47,78.7,12.21,1581908120,1581937409
544,plainview,90,US,1581917087,74,41.0,40.78,-73.47,8.23,1581939967,1581978600
545,ohara,20,JP,1581917342,76,61.0,35.25,140.38,11.41,1581888238,1581927686
546,lookan,14,PH,1581917343,74,83.39,5.04,120.1,15.5,1581891288,1581934369
547,kandrian,100,PG,1581917343,63,87.06,-6.22,149.55,6.71,1581883628,1581927893
548,omboue,100,GA,1581917343,96,76.03,-1.57,9.26,2.08,1581917544,1581961314
549,tual,51,ID,1581917343,75,84.27,-5.67,132.75,12.97,1581887690,1581931895
550,nyurba,93,RU,1581917343,89,6.06,63.28,118.33,7.4,1581897306,1581929201
551,mugur-aksy,51,RU,1581917343,49,16.57,50.35,90.5,2.08,1581901650,1581938215
552,houma,90,US,1581917121,93,60.01,29.6,-90.72,4.7,1581856917,1581897137
553,port macquarie,75,AU,1581917344,88,75.2,-31.43,152.92,4.7,1581881270,1581928634
554,thiene,75,IT,1581917344,100,46.99,45.71,11.48,4.7,1581920066,1581957727
555,shimoda,20,JP,1581917344,47,57.2,34.67,138.95,21.92,1581888537,1581928073
556,rocha,33,UY,1581917306,78,74.48,-34.48,-54.33,9.78,1581930805,1581978575
557,normandin,5,CA,1581917345,65,8.01,48.83,-72.53,10.29,1581940545,1581977571
558,phulpur,0,IN,1581917345,39,73.15,25.55,82.1,6.91,1581901551,1581942346
559,alta floresta,53,BR,1581917345,96,71.31,-9.88,-56.09,2.53,1581932791,1581977434
560,roma,75,US,1581917345,80,30.99,43.21,-75.46,6.93,1581940664,1581978858
561,bilibino,31,RU,1581917345,100,-32.06,68.05,166.44,0.65,1581887350,1581916064
562,sarab,90,IR,1581917346,92,28.4,38.61,44.99,2.24,1581911379,1581950330
563,cidreira,40,BR,1581917346,88,76.55,-30.18,-50.21,26.57,1581930142,1581977261
564,snasa,83,NO,1581917346,72,18.3,64.25,12.38,8.46,1581922941,1581954420
565,singarayakonda,0,IN,1581917346,43,84.76,15.25,80.03,9.04,1581901448,1581943442
566,asfi,0,MA,1581917347,82,53.08,32.3,-9.24,10.36,1581923905,1581963833
567,melivoia,20,GR,1581917347,68,44.01,39.75,22.8,2.19,1581916795,1581955564
568,nador,90,MA,1581917347,100,53.6,35.17,-2.93,1.12,1581922600,1581962109
569,lalin,75,ES,1581917347,93,53.01,42.72,-8.12,4.7,1581924473,1581962728
570,guaraniacu,66,BR,1581917347,89,65.77,-25.1,-52.88,2.68,1581931130,1581977554
571,pueblo bello,87,CO,1581917347,97,73.02,8.2,-76.53,2.37,1581938637,1581981399
572,altay,100,CN,1581917348,53,15.89,47.87,88.12,1.52,1581901926,1581939081
573,plastun,100,RU,1581917348,68,18.93,44.76,136.29,22.59,1581890047,1581927840
574,shenjiamen,0,CN,1581917348,51,44.35,29.96,122.3,30.58,1581892195,1581932407
575,marihatag,19,PH,1581917348,78,81.36,8.79,126.3,14.29,1581889998,1581932684
576,berlevag,90,NO,1581917348,92,30.2,70.86,29.09,3.36,1581921538,1581947802
577,saint-joseph,22,RE,1581917349,58,82.4,-21.37,55.62,11.41,1581905316,1581951290
578,mancio lima,90,BR,1581917349,100,77.0,-7.61,-72.9,1.95,1581936947,1581981346
579,ayan,22,RU,1581917349,80,12.43,56.45,138.17,2.46,1581891111,1581925873
580,cairns,40,AU,1581917172,62,89.6,-16.92,145.77,11.41,1581883941,1581929395
581,buala,100,SB,1581917349,85,79.99,-8.14,159.59,12.41,1581881115,1581925587
582,broome,1,US,1581917350,86,30.0,42.25,-75.83,5.82,1581940664,1581979036
583,kabinda,98,CD,1581917350,93,70.86,-6.13,24.48,4.45,1581913652,1581957901
584,dingle,65,PH,1581917350,71,81.95,11.0,122.67,13.65,1581890986,1581933437
585,leczna,100,PL,1581917350,65,44.6,51.3,22.88,21.92,1581917978,1581954343
586,yerbogachen,100,RU,1581917350,91,7.99,61.28,108.01,8.1,1581899285,1581932175
587,linguere,100,SN,1581917351,14,76.24,15.4,-15.12,10.63,1581924285,1581966276
588,svetlaya,100,RU,1581917351,91,18.0,46.54,138.33,34.31,1581889743,1581927164
